debugagiqc:debug7Ibvg,initialized,0,,1530919477218
debugagiqc:debug7Ibvg,window_resize,1,"[1024, 768]",1530919477219
debugLEf5N:debug1fxp1,initialized,0,,1531349010697
debugLEf5N:debug1fxp1,window_resize,0,"[1024, 746]",1531349010697
debugLEf5N:debug1fxp1,window_resize,4091,"[1440, 900]",1531349014788
debugsLbYI:debugFoYI6,initialized,0,,1531349164802
debugsLbYI:debugFoYI6,window_resize,0,"[1280, 703]",1531349164802
debugsLbYI:debugFoYI6,window_resize,7900,"[1280, 800]",1531349172702
debughwvS5:debugAKr9C,initialized,0,,1531350998962
debughwvS5:debugAKr9C,window_resize,0,"[1024, 746]",1531350998962
debughwvS5:debugAKr9C,window_resize,4545,"[1280, 800]",1531351003507
debughwvS5:debugAKr9C,focus,2048693,off,1531353052200
debughwvS5:debugAKr9C,focus,1161,on,1531353053361
debughwvS5:debugAKr9C,window_resize,174,"[1024, 746]",1531353053535
debugr0d11:debugA33ZS,initialized,0,,1531604615640
debugr0d11:debugA33ZS,window_resize,0,"[1024, 746]",1531604615640
debugr0d11:debugA33ZS,window_resize,9946,"[1440, 900]",1531604625586
debugpPa4k:debuglpH2m,initialized,0,,1531350702967
debugpPa4k:debuglpH2m,window_resize,1,"[1024, 768]",1531350702968
debugpPa4k:debuglpH2m,window_resize,7091,"[2160, 1440]",1531350710059
debugpPa4k:debuglpH2m,window_resize,45537,"[1964, 1309]",1531350755596
debugpPa4k:debuglpH2m,window_resize,749,"[1728, 1152]",1531350756345
debugk5qDN:debugfIpf9,initialized,0,,1531524517447
debugk5qDN:debugfIpf9,window_resize,0,"[1024, 746]",1531524517447
debugk5qDN:debugfIpf9,window_resize,46679,"[1440, 900]",1531524564126
debugEMh3Y:debugvr2ye,initialized,0,,1531432231970
debugEMh3Y:debugvr2ye,window_resize,0,"[1024, 761]",1531432231970
debugEMh3Y:debugvr2ye,window_resize,5725,"[1440, 900]",1531432237695
debugJKMhQ:debug7URZm,initialized,0,,1531436673034
debugJKMhQ:debug7URZm,window_resize,0,"[1024, 746]",1531436673034
debugJKMhQ:debug7URZm,window_resize,4906,"[1440, 900]",1531436677940
debugz6R6q:debug2t6BO,initialized,0,,1531602031093
debugz6R6q:debug2t6BO,window_resize,0,"[1280, 703]",1531602031093
debugz6R6q:debug2t6BO,window_resize,5559,"[1280, 800]",1531602036652
debugz6R6q:debug2t6BO,focus,242534,off,1531602279186
debugz6R6q:debug2t6BO,focus,114036,on,1531602393222
