debug9BmiX:debugaQ80p,initialized,0,,1530919177876
debug9BmiX:debugaQ80p,window_resize,0,"[1024, 768]",1530919177876
debugmoXRN:debug3CiD8,initialized,0,,1531168934505
debugmoXRN:debug3CiD8,window_resize,0,"[1280, 703]",1531168934505
debugGZKdX:debugn5SkX,initialized,0,,1531346714717
debugGZKdX:debugn5SkX,window_resize,0,"[1024, 746]",1531346714717
debugGZKdX:debugn5SkX,window_resize,4852,"[1440, 900]",1531346719569
debugO7ZdL:debugFrPqD,initialized,0,,1531346603717
debugO7ZdL:debugFrPqD,window_resize,0,"[1280, 703]",1531346603717
debugO7ZdL:debugFrPqD,window_resize,5088,"[1280, 800]",1531346608805
debuglpctX:debugOa0Ps,initialized,0,,1531347542858
debuglpctX:debugOa0Ps,window_resize,0,"[1024, 746]",1531347542858
debuglpctX:debugOa0Ps,window_resize,13134,"[1280, 800]",1531347555992
debuglpctX:debugOa0Ps,focus,3383867,off,1531350939859
debuglpctX:debugOa0Ps,focus,1447,on,1531350941306
debuglpctX:debugOa0Ps,window_resize,177,"[1024, 746]",1531350941483
debug5qmT5:debuggsK2T,initialized,0,,1531347935326
debug5qmT5:debuggsK2T,window_resize,0,"[1024, 768]",1531347935326
debug5qmT5:debuggsK2T,window_resize,5219,"[2160, 1359]",1531347940545
debug5qmT5:debuggsK2T,window_resize,8074,"[1964, 1235]",1531347948619
debug5qmT5:debuggsK2T,window_resize,325,"[1728, 1087]",1531347948944
debug5qmT5:debuggsK2T,window_resize,370,"[1440, 906]",1531347949314
debug5qmT5:debuggsK2T,window_resize,3474,"[1440, 960]",1531347952788
debug5qmT5:debuggsK2T,window_resize,65855,"[1234, 823]",1531348018643
debug5qmT5:debuggsK2T,window_resize,552566,"[823, 1234]",1531348571209
debug5qmT5:debuggsK2T,focus,45939,off,1531348617148
debug5qmT5:debuggsK2T,window_resize,220,"[823, 1234]",1531348617368
debug5qmT5:debuggsK2T,focus,2665,on,1531348620033
debug5qmT5:debuggsK2T,window_resize,214,"[823, 1234]",1531348620247
